id,forager_id,item_id,kg
e91cd7be-404f-4a5d-a6a8-0bf015dcb8e6,29b87e33-3987-482b-854b-d9c65ddd0f55,10,4.498182210295921
ad0736e6-fd17-4295-a008-a2090edf2ad0,de12c88c-2e5b-4ab9-834a-aa464dd29c70,19,1.3043031892922219
179bfc6d-abe4-449c-b13c-83768999a4d7,3ff6aa1b-c9c2-4d1d-bc2d-47027f284d6b,23,1.54631523649712
98774f9b-c904-457e-a325-1e545329b774,d8c69e81-e66a-47bd-997a-9ffe22c5f56f,24,1.6077655449764876
63f24b54-093d-4696-b940-c5a02453529b,e262775b-d5aa-4ca1-80be-a49862fff566,6,0.26333974122087367
17cde1d6-935c-4dae-b288-b6686c8c28bb,466d710d-301b-49ca-95ca-aedf82909149,14,2.516169670715968
e3d9a32e-0631-434e-b35e-df936687c843,d2918ad4-c173-4453-9777-8fd53c4526ef,26,4.337547766150096
a0343771-26c6-46fe-a163-d016b0b56a6d,3f0a0b76-6dbd-48f8-b4a7-75e35c280ba4,19,1.3843067620891398
c2d7fbfa-05fa-4b63-bcc4-3ff448cf5208,4c0cdaa7-52c4-40b1-8986-9a6f048e6c7e,3,2.798040807526777
12e2a9f8-ca65-47d1-9c9c-0d45e4c495aa,f0c8ea43-edb1-4892-8421-b383e99d6a4d,21,5.0680869988357165
c962228d-63f8-4e26-bfe5-40ef6c1c7c65,8705e42a-4984-4711-9e88-2dbdf519681a,17,0.5938773826884751
b8b9c3fb-7c15-467f-aee4-52354e625e43,64ced55b-21f9-49dc-9735-4b833b98f0fd,24,2.6804122700726314
2b7a35ed-d9f2-484c-87db-8acc6c28693c,3b7b3c28-8d92-48e3-b273-26dfd0b7aa40,1,1.111404118637378
13c6c9d8-e942-4f65-8b84-26f969ab3ed0,cbdb830e-15ed-488b-8b2a-c0e9a5d2af3a,9,3.77756653158689
1dd98ad9-840f-498a-9892-3b04c293756e,f5921cc0-2dac-48e8-944c-5c021ce11a56,3,1.3964376514774095
53828d08-8d94-492c-acfd-e1b9e92e1f48,8c1b3f19-33c9-4e97-afab-0c40f6ce321f,15,0.8483353957320093
2c94ea91-30ad-4ebc-bda9-1ea657bd7773,4a839ac8-3042-4135-b0d9-4a670fd0a8c5,12,1.4206331567340713
f940f906-1688-44e8-a52a-30a9b7fe2a7e,72e3ff1a-ddf8-48c8-a542-64afadab78bc,18,0.2501511871732841
9e281107-1a06-49e7-a102-6ca565116c0f,f8b2f368-a49f-4ed8-b6e3-4073f7aff213,6,1.1540623190669148
066194a1-23d4-41a6-8121-ec17b6391032,a9d55932-ee0c-4691-ada8-e103b949f8a1,8,1.8078867371462737
6b36cf36-4040-447a-93e9-c9e47acaf5ee,c3d217e7-8bba-42dd-b55f-86b0c54d6d87,6,0.2140758578633544
4658684f-42bc-4c1f-80f5-cbf43718b396,1733c25f-7400-48e4-a101-866d9ef25b5d,3,2.533948527382493
4beca2d8-cfcc-4679-aff5-87dad0b2f2af,9e2fe99d-f667-459c-9c59-e79895b732df,10,4.870586070598154
3caaf89d-08bc-46b9-8bcf-6b91d87aa341,df916e67-a18a-4251-ad19-008c85c2fd5a,25,1.9814893899365722
1207b1a7-1451-497d-82b7-04d15833f70c,b9cba741-95c1-4410-af18-084180a0d93d,9,1.287772555557492
536cf8a1-33a3-45c8-99a5-0218f8db8754,ae438493-f7ad-4c6f-bb11-08de1762367f,1,3.861000309073878
6c94b46f-2520-4b36-8f31-9d598baba0ee,7f3f36f9-73a3-47b9-ad73-5b38c83de21a,22,4.287278742067078
79700d2a-c7b6-49aa-9d66-43e247b81a0d,c98ff222-38be-44a5-bb4c-7dccd855a9b5,16,2.2109595358081804
3ef3a8b5-659f-445d-8d13-5891cc5e517a,2bdbe20a-e08d-41f7-9df5-3b3b2b570fca,25,2.962865210740024
b93d2ceb-461a-4b24-be1f-f521edb6b276,67068031-ff46-40eb-b664-b8b4de710272,19,3.676172200701339
66319ea9-744f-49c3-92f7-6423dd58b186,ba3ebea1-6d3b-4b31-8e2b-5f74f61e7ebb,19,0.28290846727016583
a0eeefba-01ee-41fa-a6f7-bb74189b41e3,e2a75c95-a2b1-4ecc-bfda-f327728c972b,13,1.5218115699244446
84ee6894-395f-420f-823b-eeac3c6cd912,0c8e8c19-0412-47fb-a335-71d2c626dfdd,14,1.2245359415289392
f28e04de-7167-4cf2-9952-d0b194d27b8f,a94803e1-3bf1-415f-af59-9c87e580213a,2,4.578040936076897
e605d6c6-1d1d-43e7-923c-49e853bfe696,104d78bb-ceee-4ac2-a763-73d46012bcc0,9,1.440238624128931
e7d8402e-8a4f-439a-9a49-a62f55701135,f754164f-e5d7-4672-a3be-f225f83a6d51,22,1.204543278210251
e38f5014-d503-4286-b6a0-f48c69d4649e,e2e25374-b614-434c-b19f-a15bdcd1a2dc,21,1.9165636701970827
597fdb84-b942-4209-b22c-58fc4e5b590b,b4b8cb14-afb4-4f58-b4fb-5d4329f27969,8,1.4418459957423297
b1822667-bd49-41aa-b0ef-9ed72a97962f,7d5e8859-b0df-4c88-bbad-eb8a9328a87a,9,3.956910578647831
2dc7b7d6-d738-453c-9032-4d062007b256,1309c109-1077-41c0-b81c-b27cd815550d,5,0.46757009148105255
0b50570f-3b3d-49a8-9b0e-2e24e29d62ac,a7d5f53c-2475-4b47-a9f8-d059b22d0909,10,1.925685998475093
7746a409-89f1-4020-8d93-e8b79d645452,8a7985d2-cb8f-4605-a206-d396ed85bc94,12,4.490446118702133
773947f6-ab6d-47ca-9fb8-5ac8ec8f1a25,bbd6cefc-8fe3-452f-ac7e-6fa752b602eb,4,3.6025878634583317
948f34c7-67e7-4364-a7ea-4350f18c2695,c1e92a37-2d64-4913-8475-f8a90d12382c,19,2.5006600636432803
2a9f737d-b536-454a-8134-e7b154a864f1,3a7688f2-9d73-424c-98b9-91fea94dfc77,11,2.879429556356182
23161db6-415b-4577-992a-5e8b1d385c0a,e8be46c8-3813-4970-b531-0bbdaa111c8b,1,4.402742147460102
cde42149-3a7b-40b4-a6f4-586c82d6c0be,46c4736f-80a7-4c76-a9b1-10ea573c67b7,7,2.221649407828747
1339c97d-1627-419f-bf67-727f0f48e4fd,726c4aac-f4c4-44b4-afaa-752e13b6744c,11,2.7217939700202405
608e1cf4-be40-49d8-8013-e29f9646d029,3c8a3bf6-fa7f-4d59-9d6d-9a039327d724,17,2.6902698249149704
1768ddef-5b87-4352-aa09-8cc14787a60d,d7ec14a7-33eb-4d56-9e29-cd01ef2e8d9a,11,2.0215703438531114
d7a6fa67-3451-42c2-b918-5c70d886ed17,6a0ca402-2f8a-47cc-8ce1-801cf00297ab,9,2.57885331689695
54b84ec6-fe68-415a-b39f-a82193529c7a,1733c25f-7400-48e4-a101-866d9ef25b5d,13,4.255210479844908
5b762fbb-d121-4fd5-ac02-20894c9d1062,6977e9ab-b0cf-48d0-b147-a4af1dae45e1,26,2.259841301553061
7fc35c8b-dfd8-45c9-a7e8-869f971d510f,e054afee-7c9c-4756-87ad-1d5d049bcd27,17,1.7014734953145705
ed877b37-4adb-4d83-a245-e19c196a3e9f,c67f6fb9-c36f-4a9a-9ea4-9a89984f2697,22,0.5731311766572965
674d32f1-9bfc-4f91-92d1-88321f864b39,7b7a7611-7a16-418b-b022-0553738a4ce1,17,4.129660835096015
a7e63422-b51c-4f16-bf38-5000add5d793,21c83be9-90f5-41d9-8eb0-a1f766369d9e,4,1.1061563204578078
41fb1d7c-5d50-47ea-abf1-2f462d45f4c0,e5ea0e34-07fe-4e46-bda8-3384fc71b95a,26,0.7252384422442014
39d1da0b-d14a-483d-9a52-2d8c8696572f,d7a7d5da-4d3d-4ca4-b144-536934ce28fd,8,2.8034223970020116
b3879ac9-119b-4d23-a84d-71d6d67eb088,0413708d-2b1b-4263-8928-6799a4f4163e,8,1.41240931366318
6d96eed0-a817-4d95-a44f-dc58112e0e68,7f0c3e06-9369-42ee-a0d2-6273da1d30b0,4,0.5564014930451177
a3aebb15-edac-4a9c-99c7-9c8be92099af,e9537014-19b5-4808-b374-e84717f61502,11,4.708037794757416
83469e51-4fe3-49b4-bbb2-ce0a957d17dd,c262d62e-f46e-4d09-8b35-0ebd2f75882a,4,2.6206729169997742
442b5e91-147c-4e7e-8962-bf49a48d6efb,22f8f917-9697-48de-994c-a82bd5a8c778,8,2.57035842810557
9599230f-793a-486a-816c-72b3468e178e,13380216-1d8d-49e3-9da2-ef58a2025cb1,12,0.8357452027686345
df004ef9-fbc5-4632-b2c3-912912af44f2,4a1ae2da-dcbe-4d25-95b8-1928fa5291e5,22,0.8978677715867077
e72113bc-4b8c-4e1a-940d-9e6e050626ac,cbdb830e-15ed-488b-8b2a-c0e9a5d2af3a,25,2.3634472515688105
b72491dd-8e6f-43b1-8a3f-9c55cea7298d,40bc0b37-2e1a-46d8-a0b1-f700a3da9d1c,1,0.4711857610377239
