id,forager_id,item_id,kg
0e6a28c3-ffa2-4d1e-9a45-f61016108abf,b8c4f696-db75-4bc8-8c23-a5ba9b4983ea,10,2.4811377140861324
b962214e-33f4-4f8a-8cc4-70cbd49bacf7,ede440a5-eb74-4481-80e7-a719b77c175b,25,0.8344252193368672
a629ba06-e221-440c-822e-2a5a96a15ee8,5bffe140-6d82-4227-a1e8-359913915ccb,6,4.244373630660521
f2fa1275-d5d3-4192-b109-d34a1e34202a,bef5bfe1-5fc9-4a55-a270-80a379346878,2,1.125182141457211
9de6735e-015b-499c-b003-cf7696907840,15c3c35e-7473-49f3-90b8-95977489e129,16,0.17316107417488782
46c5a313-11ae-4c26-aa5e-3df942cd8552,44e5616d-cfe5-4a18-b781-d5ecbb45edc8,16,3.054647972349112
e3f318a7-06d6-4854-8e1d-fc966602fb09,c2e8d281-9602-4840-8773-bdeea3ba0fd6,11,0.7351150231620039
aece5548-f070-41e2-a762-023af653c9d7,43fa899f-d0ba-4d81-92e5-03eeae046b12,24,2.244608135251485
f4c46b9a-ba34-4143-952e-94086c1ca946,8667eeae-d492-4422-8252-2fecd7a874b3,26,2.9463516513708696
051eb79e-6bda-462f-b04a-91e14c566819,bd37b3aa-ff34-44d9-bd3d-3a5a54753660,21,4.825849593101585
7692efa8-d48a-4568-b91b-be1a5b05f412,bc186853-8d47-4693-ac3e-4978c2f84bee,11,0.7444502760334708
282c964d-b891-4c4c-97cd-aeca30b0dc47,19564fca-6869-4875-b032-59f07e572510,11,2.8892395710465792
06a36f0e-aeca-4ead-b03f-e0a93cdccbb2,72c056c7-8236-4251-85fb-37198e110917,19,1.2023131120032966
6260d06d-1711-4f70-87a7-33f2b4396c3b,0c7a36f8-0990-4478-baf7-b0cfb1b70213,20,2.26944803079941
c03827bc-1bdd-4125-b4be-ef340c2dcfb6,ad93e02b-69a3-4d4b-9ae1-a1c57a620bf5,22,2.324613255340469
c929cbec-eaae-4808-ab04-b3bf0ee98e14,a3efd4e5-ca69-4c28-aa1e-a54563c3cf58,24,4.59559974723616
feb4ff07-d286-4e01-b765-9007a5ba1d5e,db4c710b-fc85-484e-a22e-0113fd8e63db,23,3.70150219475654
12f2957a-ee31-40e3-8c9e-29de17d8f354,ec2bc632-15e6-4a12-86eb-90da39a5874e,19,5.071596020577553
b345c5a3-1d9c-4abb-b688-0567aecc0b7f,a94803e1-3bf1-415f-af59-9c87e580213a,9,2.7982673945668983
bb17eded-5cf0-4700-aedd-a9f915073011,5f34e992-8bc7-4a42-b34e-d6239e93a4d7,18,3.3219120990105377
30dbd77d-5ecc-4139-83f8-b5d84b214bec,f90a10b3-6ada-4dc9-981d-07adb4d9524e,20,4.842264957325031
5208b498-713c-4a69-a153-791b806a7de8,362fd680-2837-442a-bf17-4afb19b05930,21,0.7291717459836055
a14edea8-12d6-4016-a894-90e787987e49,a5cc71c0-13bb-4cbb-83e6-9e26c7ec671a,5,3.253794643304794
279020d0-f7b0-482b-9c97-63e0a2459841,7f3f36f9-73a3-47b9-ad73-5b38c83de21a,16,1.4791379381483727
784bfb3d-ae8f-4c13-a871-52496133a022,9866bad1-9545-4341-b005-43d928f61f00,21,2.8602970946094226
83259032-887b-481d-bc76-32a8a4ec4cc9,df0e9181-5e0d-49da-81dc-4190f8aeb810,16,1.8125915694799521
228b8d93-5558-4fa5-9807-81d16709d7c1,d1cc5eb4-ebdb-4f25-9323-8446cadc2b90,16,2.186884393856528
72af43ab-173c-473b-a8e2-49217c7a993f,17e254a3-bfe8-4310-9388-67e17f97ae74,26,3.9691212076028837
ae2b3f5f-e034-4e05-82f6-31b666e2d9a5,06c1297c-7116-4d9d-ae6b-b9b2adcd716d,13,2.158754866338277
27ab786c-031a-4c6b-a5ad-77a399447c96,614ad961-f628-4062-9336-274fe11611a2,9,1.5720124284361185
c1854114-944c-4d13-b179-072f3782ec77,b4623506-3139-4f59-84e3-bfa29b2e89cd,18,2.6187518645916947
94bffd69-ffd2-468a-a3b5-eaad8b970798,df6ccd1f-ca2f-4f1b-81d8-98ad5469db34,21,2.0874292862797854
41298d60-1929-4f61-8521-a6b2b17d7fe4,f8b2f368-a49f-4ed8-b6e3-4073f7aff213,13,1.1985128573324877
aeaf5a6a-b07f-4395-8d60-9f4175ded23e,5424d1e5-1139-47d8-bc19-3579e7d90f4a,12,1.0527361992030215
c48bc482-7d34-4bfe-ac76-9be2bc731dcc,5d73c326-1744-4843-87ef-4c1e35b2170a,16,1.4979785904615939
e62bd12e-623f-4adf-81a7-6c7e6a62431a,d803ae76-14ab-415e-84d2-33150a903ee1,26,4.034566559033045
50f21737-94f9-45e3-8c14-5d126e9c2a75,5654a4b2-f44c-4818-ba03-d2a2f7d8fd0e,24,1.1590407601821089
34b12111-b6af-4c93-bfdd-5e3c8c2f7768,c9375f50-f3df-4bb9-96e0-4606f1a294cb,20,2.8976356758154345
